sentence,char_count,token_count
ཕན་ཚུན་མཉམ་འབྲེལ་གྱི་ མདའ་རྩེདཔ་ཚུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཨམ་སྲུའི་མདའ་རྩེད་ལས་རིམ་དེ་ རྒྱུ་དཀའ།,98,23
དར་ཁྱབ་གཏང་ནི་ལུ་ རྩེད་འགྲན་འབད་ཡོདཔ་བཞིན་དུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ,70,18
ཟླཝ་༥ གི་ནང་འཁོད་ལུ་ ནགས་ཚལ་མེ་རྐྱེན་གྱིས་ དངུལ་ཀྲམ་ས་ཡ་༥༠༠ ལྷགཔ་ཅིག་ གྱོང་རྒུད་ཕོག་ཡོདཔ།,89,22
དེ་ལུ་བརྟེན་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལབརྒྱ་ཆ་༠.༧༥ ཚེས་བཅུ རྒྱལ་ཡོངས་ཀྱི་དམིགས་གཏད་དང་ བདག་འཛིན་འཐབ་དགོཔ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལདེབ་ཐེར་༢ དུས་ཆེན བརྡ་མཚོན་སྟོནམ་ཨིན་པས།,168,40
དེ་ལུ་བརྟེན་ གྱོང་རྒུད་ཕོག་ཡོདཔ་སྦེ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ རྒྱལ་ཡོངས་ཀྱི་དམིགས་གཏད་དང་ བདེ་ཐང་དཀར་ཆགས བདག་འཛིན་འཐབ་དགོཔ་ བཤདཔ་ཨིན་པས།,136,32
འགོ་དཔོན་གྱིས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལབརྡ་མཚོན་སྟོནམ་ཨིན་པས།,61,14
དེ་ལུ་བརྟེན་ འབད་དགོས་ གྱོང་རྒུད་ཕོག་ཡོདཔ་སྦེ་ གྱོང་རྒུད་ཕོག་ཡོདཔ་སྦེ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལབདག་འཛིན་འཐབ་དགོཔ་ རྒྱུ་དཀའ།,123,27
བཤདཔ་ཨིན་པས།,12,3
འགོ་དཔོན་གྱིས་ ཟླཝ་༥ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ གྱོང་རྒུད་ཕོག་ཡོདཔ་སྦེ་ དབྱེ་གཞི གྱོང་རྒུད་ཕོག་ཡོདཔ་སྦེ་ ནག་རྫས་མེད་པའི་གནས་ཚད་དང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལབཤདཔ་ཨིན་པས།,165,40
ནགས་ཚལ་མེ་རྐྱེན་བཀག་ཐབས་ལུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལདངུལ་ཀྲམ་ས་ཡ་༥༢༠ གནམ་འདུས་བཞིན་དུ བྱུང་རྐྱེན་ཚུ་གིས་ མེདཔ་བཏང་མི་དེ་གིས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལལས་༢༠༡༥ ཤེས་ཡོན བསྡུ་གསོག་འབད་ཚུགས་དོ་ཡོདཔ་ཨིན་པས།,199,49
ནགས་ཚལ་མེ་རྐྱེན་བཀག་ཐབས་ལུ་ མི་སྡེའི་དཔལ་འབྱོར་ལུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལབྱུང་རྐྱེན་ཚུ་གིས་ ཆེད་གཞི མེདཔ་བཏང་མི་དེ་གིས་ དེ་ཅིག་གིས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལབསྡུ་གསོག་འབད་ཚུགས་དོ་ཡོདཔ་ཨིན་པས།,192,46
བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལམེདཔ་ཐལ་མི་དེ་གིས་ དབྱེ་ཞིབ ཉིནམ་༩༤ གི་ནང་འཁོད་ལུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཧེང་སྐལ་ར་ འབྲུག་གི་གནས་ཚུལ ལུས་ཡོདཔ་ཨིན་པའི་གནས་ཚུལ།,152,38
པ་ཚུན་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཉིནམ་༩༤ ནི གི་ནང་འཁོད་ལུ་ མར་བབས་སོང་ཡོདཔ་ཨིན་པས།,80,21
འདས་པའི་ལོ་༥ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ ལུས་ཡོདཔ་ཨིན་པའི་གནས་ཚུལ།,63,17
འབྲུག་པ པ་ཚུན་ རྒྱལ་སྤྱིའི་ཁས་བླངས་ཚུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལགི་ནང་འཁོད་ལུ་ འབྲུག་པ མར་བབས་སོང་ཡོདཔ་ཨིན་པས།,109,27
འདས་པའི་ལོ་༥ ནགས་ཚལ་མེ་རྐྱེན་འཛིན་སྐྱོང་སྡེ་ཚན་༢༢ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཔ་ཚུན་ འབྲུག རྒྱལ་སྤྱིའི་ཁས་བླངས་ཚུ་ རྩིས་མ་རྐྱབ་པར་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ མར་བབས་སོང་ཡོདཔ་ཨིན་པས།,175,44
འདས་པའི་ལོ་༥ རི་མོ ནགས་ཚལ་མེ་རྐྱེན་འཛིན་སྐྱོང་སྡེ་ཚན་༢༢ གྱོང་རྒུད་སྦོམ་སྦེ་ར་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལརྒྱལ་སྤྱིའི་ཁས་བླངས་ཚུ་ དབང་འདུས རྩིས་མ་རྐྱབ་པར་ མེདཔ་བཏང་ཡོདཔ་ཨིན་པས།,172,42
རྒྱལ་ཡོངས་ནགས་ཚལ་ཐོ་བཀོད་ཀྱི་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལནགས་ཚལ་མེ་རྐྱེན་འཛིན་སྐྱོང་སྡེ་ཚན་༢༢ མོག་མོག གྱོང་རྒུད་སྦོམ་སྦེ་ར་ སྤྱིར་བཏང་དངུལ་འབྲེལ་གྱི་འགན་ཁུར་དེ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ,182,44
མདའ་རྩེད་འགྲན་བསྡུར་དེ་ དུས་སྟོན་གྱི་དོན་ལུ་ རྩེད་སྲོལ་ཡོདཔ།,60,13
༉ འབྲུག་རྒྱལ་ཁབ་ཀྱི་ བྱང་ཕྱོགས་ཁ་ཐུག་ལུ་ཡོད་པའི་ མཐའ་ཟུར་གྱི་ས་གནས་ ལ་མཐོ་ས་ལུ་ཡོད་པའི་ གླིང་བཞི་གི་ མི་ཚུ་གིས་ ལོ་བསྟར་གྱི་མདའ་རྩེད་འགྲན་བསྡུར་དེ་ རྩ་ཆེ་ཤོས་ཅིག་སྦེ་ བརྩི་འཇོག་འབད་དོ་ཡོདཔ་ཨིན་པས།,196,49
དེ་གིས་ ཀརྨ ཕོ་སྐྱེས་ཀྱིས་མ་གཏོགས་འཐེན་སྲོལ་མེད་རུང་ རྒྱལ་ཁབ་ནང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ ཨིན་ཟེར་ཨིན་པས།,105,26
རྒྱལ་རབས་དང་འཁྲིལ་བ་ཅིན་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཆར་ཆུ་ལུ་བརྟེན་དགོཔ་ད་ རྒྱུ་དཀའ།,81,20
སྦོ་ལོགས་ཁར་ ཆོགཔ་སྦེ་ཡོདཔ་ཨིན་པས།,34,8
ཁྱིམ་ཅིག་ནང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལལོ་ཐོག་ཚུ་ ནི རྒྱལ་ཁ་ཐོབ་ཡོདཔ་ཨིན་པས།,74,19
རྒྱལ་རབས་དང་འཁྲིལ་བ་ཅིན་ སྔོན་དང་ཕུ་ལས་དར་ཡོད་པའི་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལསྦོ་ལོགས་ཁར་ བཀྲ་ཤིས ཆོགཔ་སྦེ་ཡོདཔ་ཨིན་པས།,117,29
ཁྱིམ་ཅིག་ནང་ གལ་སྲིད་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལརྒྱལ་ཁ་ཐོབ་ཡོདཔ་ཨིན་པས།,69,17
རྒྱལ་རབས་དང་འཁྲིལ་བ་ཅིན་ ཤེས་ཡོན སྔོན་དང་ཕུ་ལས་དར་ཡོད་པའི་ དར་ཡོད་པའི་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཆོགཔ་སྦེ་ཡོདཔ་ཨིན་པས།,116,29
སྒེར་གྱི་གསར་ཤོག་ཚུ་གི་ གནས་སྟངས།,33,8
༉ རྒྱལ་ཁབ་ནང་ མར་ཉམས་འགྱོ་བའི་བསྒང་ཡོད་མི་ སྒེར་གྱི་གསར་ཤོག་ལས་སྡེ་ཚུ་ ཡུན་བརྟན་གནས་ཐབས་དོན་ལས་ སྒེར་གྱི་གསར་ཤོག་༦ ལུ་ དངུལ་རྐྱང་ཐོག་ལས་ སེམས་ཤུགས་མཐུན་རྐྱེན་བྱིན་ནིའི་དོན་ལུ་ གཞུང་གིས་ རྩིས་ལོ་༢༠༢༤-༢༥ ལུ་ དངུལ་ཀྲམ་ས་ཡ་༤.༣ བགོ་བཀྲམ་འབད་ནུག།,240,57
གྲོས་འཆར་ཚུ་ཡང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལརྒྱུན་སྐྱོང་འཐབ་ཡོདཔ་བཞིན་དུ་ ཐིམ་ཕུ བགོ་བཤའ་བརྒྱ་ཆ་༥༠ འགྱུར་ཏེ་ཡོདཔ་ཨིན།,113,27
སྒེར་སྡེ་གསར་ཤོག་ཚུ་གི་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལདེ་ལས་ གཞི་འཛུགས བཙུགས་དགོཔ་ཨིན་པས།,83,20
གྲོས་འཆར་ཚུ་ཡང་ སྒེར་གྱི་རེ་ཌིའོ་ལས་ཁང་ཚུ་གིས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ བགོ་བཤའ་བརྒྱ་ཆ་༥༠ སངས་རྒྱས་ཆོས འགྱུར་ཏེ་ཡོདཔ་ཨིན།,121,31
སྒེར་སྡེ་གསར་ཤོག་ཚུ་གི་ འགོ་དཔོན་ཚུ་དང་འཁྲིལ་བ་ཅིན་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལབཙུགས་དགོཔ་ཨིན་པས།,94,23
གྲོས་འཆར་ཚུ་ཡང་ ཀརྨ སྒེར་གྱི་རེ་ཌིའོ་ལས་ཁང་ཚུ་གིས་ བརྩི་འཇོག་འབད་ཡོད་རུང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལའགྱུར་ཏེ་ཡོདཔ་ཨིན།,116,28
སྒེར་སྡེ་གསར་ཤོག་ཚུ་གི་ གཤེས་ཚན འགོ་དཔོན་ཚུ་དང་འཁྲིལ་བ་ཅིན་ གལ་སྲིད་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལསྒེར་གྱི་རེ་ཌིའོ་ལས་ཁང་ཚུ་གིས་ ནགས་ཚལ བརྩི་འཇོག་འབད་ཡོད་རུང་ ཐོབ་དོ་ཡོདཔ་ཨིན་པས།,173,43
དངུལ་ཕོགས་ལ་ལུ་ཅིག་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལའགོ་དཔོན་ཚུ་དང་འཁྲིལ་བ་ཅིན་ འབྲུག་པ གལ་སྲིད་ སེམས་ཤུགས་མཐུན་རྐྱེན་བྱིན་ནིའི་དོན་ལུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལབརྩི་འཇོག་འབད་ཡོད་རུང་ དགེ་འདུན་པ ཐོབ་དོ་ཡོདཔ་ཨིན་པས།,205,49
དངུལ་ཕོགས་ལ་ལུ་ཅིག་ གསར་ཤོག་གི་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལགལ་སྲིད་ སྤུ་ན་ཁ སེམས་ཤུགས་མཐུན་རྐྱེན་བྱིན་ནིའི་དོན་ལུ་ མི་འཐོབ་དོ་ཡོདཔ་ཨིན་པས།,135,33
བསྟན་འཛིན་ལམ་བཟང་གིས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཐོབ་དོ་ཡོདཔ་ཨིན་པས།,65,16
དངུལ་ཕོགས་ལ་ལུ་ཅིག་ འབད་དགོས་ གསར་ཤོག་གི་ དེ་ལས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལསེམས་ཤུགས་མཐུན་རྐྱེན་བྱིན་ནིའི་དོན་ལུ་ འབྲུག་འཕྲིན་གླིང་ མི་འཐོབ་དོ་ཡོདཔ་ཨིན་པས།,153,35
བསྟན་འཛིན་ལམ་བཟང་གིས་ འགོ་དཔོན་ཚུ་གིས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལགསར་ཤོག་གི་ འབྲས དེ་ལས་ གཞུང་གི་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལམི་འཐོབ་དོ་ཡོདཔ་ཨིན་པས།,143,35
ནང་དོན་སྤུས་ཚད་ལྷན་ཐབས་འབད་ནི་གི་ གནས་ཚིག་དང་འཁྲིལ་དགོཔ་ཨིན་པས།,63,16
ཆོག་ཐམ་གྱི་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལབརྡ་བརྒྱུད་ལས་བྱེདཔ་ འབད་དགོས་ དངུལ་ཕོགས་མ་ཐོབ་པར་ མ་དངུལ་དེ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ ནང་དོན་སྤུས་ཚད་ལྷན་ཐབས་འབད་ནི་གི་ རི་མོ གནས་ཚིག་དང་འཁྲིལ་དགོཔ་ཨིན་པས།,192,48
ཆོག་ཐམ་གྱི་ རྒྱབ་སྐྱོར་འབད་དོ་ཡོདཔ་ད་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལདངུལ་ཕོགས་མ་ཐོབ་པར་ དཀྱིལ་ར མ་དངུལ་དེ་ བརྒྱུད་འབྲེལ་ལ་སོགས་པའི་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ གནས་ཚིག་དང་འཁྲིལ་དགོཔ་ཨིན་པས།,180,44
རྩིས་ལོ་༢༠༢༡-༢༢ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཌི་ཇི་ཊཱལ་ལུ་ སངས་རྒྱས་ཆོས དང་ པར་བསྐྲུན་བརྡ་བརྒྱུད་ཀྱི་དོན་ལུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ འབྲུག་ལུ་ དུས་ཆེན འགོ་བཙུགས་ཡོདཔ་ཨིན་པས།,169,40
རྩིས་ལོ་༢༠༢༡-༢༢ སྒེར་གྱི་རེ་ཌིའོ་ལས་ཁང་ཚུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལདང་ གཤེས་ཚན པར་བསྐྲུན་བརྡ་བརྒྱུད་ཀྱི་དོན་ལུ་ ཐབས་ལམ་ཡོདཔ་ལས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལའགོ་བཙུགས་ཡོདཔ་ཨིན་པས།,174,41
གསར་ཤོག་ཚུ་གིས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལདངུལ་འབྲེལ་དྭངས་གསལ་དང་ གཤེས་ཚན བཟོ་བཀོད་༡ གཞི་རྟེན་མཐུན་རྐྱེན་ཚུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ འབྲུག་ཚོང་འབྲེལ་ གཡག མ་དངུལ་ལག་ལེན་འཐབ་ཐངས།,175,42
གསར་ཤོག་ཚུ་གིས་ རྒྱུན་སྐྱོང་འཐབ་དོ་ཡོདཔ་ད་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལབཟོ་བཀོད་༡ བླ་མ གཞི་རྟེན་མཐུན་རྐྱེན་ཚུ་ འབྲུག་ཚོང་ལུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལམ་དངུལ་ལག་ལེན་འཐབ་ཐངས།,167,41
གསར་ཤོག་ཚུ་གིས་ ནགས་ཚལ རྒྱུན་སྐྱོང་འཐབ་དོ་ཡོདཔ་ད་ གཞུང་གིས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལགཞི་རྟེན་མཐུན་རྐྱེན་ཚུ་ འབྲུག་གི་གནས་ཚུལ འབྲུག་ཚོང་ལུ་ ཡོདཔ་ཨིན་པས།,151,35
དེ་བཟུམ་སྦེ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལརྒྱུན་སྐྱོང་འཐབ་དོ་ཡོདཔ་ད་ རྩོམ་རིག གཞུང་གིས་ རིག་འཛིན་ལྷ་མོ་ལུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལའབྲུག་ཚོང་ལུ་ སྤ་རོ ཡོདཔ་ཨིན་པས།,158,38
དེ་བཟུམ་སྦེ་ ག་དེ་སྦེ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལགཞུང་གིས་ རྡོ་རྗེ རིག་འཛིན་ལྷ་མོ་ལུ་ དེ་ལས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ ཡོདཔ་ཨིན་པས།,128,33
དེ་བཟུམ་སྦེ་ རིག་གཞུང ག་དེ་སྦེ་ བཤདཔ་ཨིན་པས།,44,11
འབྲུག་ཚོང་འབྲེལ་ལས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལརིག་འཛིན་ལྷ་མོ་ལུ་ སྟག་ཚང དེ་ལས་ མ་དངུལ་ཚུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ ག་དེ་སྦེ་ མདའ་རྩེད བཤདཔ་ཨིན་པས།,144,37
འབྲུག་ཚོང་འབྲེལ་ལས་ ངོས་ལེན་ཅན་གྱི་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ དེ་ལས་ ཨེ་མ་དར་ཚི མ་དངུལ་ཚུ་ བཙུགས་ནི་ལས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལབཤདཔ་ཨིན་པས།,139,36
སྒེར་གྱི་རེ་ཌིའོ་ཕྱིར་བཏོན།,27,6
བརྡ་བརྒྱུད་ཚོང་ལས་གོང་འཕེལ་འཆར་དངུལ་དེ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལབགོ་བཤའ་འཆང་མི་༢༨༨ དཀྱིལ་ར ད་བྷུ་ནིསི་ལུ་ འགོ་འདྲེན་འཐབ་ཡོདཔ་ད་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལན་ཧིང་ གནམ་འདུས་བཞིན་དུ བཤོལ་བཞག་ཡོདཔ་ཨིན་པས།,197,48
བརྡ་བརྒྱུད་ཚོང་ལས་གོང་འཕེལ་འཆར་དངུལ་དེ་ ཡོདཔ་ཨིན་པས།,52,12
དཱ་བྷུ་ཊ་ནེསི་གསར་ཤོག་གི་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལད་བྷུ་ནིསི་ལུ་ བཀྲ་ཤིས འགོ་འདྲེན་འཐབ་ཡོདཔ་ད་ ཟླ་རིམ་དངུལ་ཕོགས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལབཤོལ་བཞག་ཡོདཔ་ཨིན་པས།,158,39
བརྡ་བརྒྱུད་ཚོང་ལས་གོང་འཕེལ་འཆར་དངུལ་དེ་ བདེ་ཐང་དཀར་ཆགས ཡོདཔ་ཨིན་པས།,67,16
དཱ་བྷུ་ཊ་ནེསི་གསར་ཤོག་གི་ ཐད་ཀར་དུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལའགོ་འདྲེན་འཐབ་ཡོདཔ་ད་ ནགས་ཚལ ཟླ་རིམ་དངུལ་ཕོགས་ ཚ་གྱང་ལང་དགོ་པའི་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཡོདཔ་ཨིན་པས།,161,41
བརྡ་བརྒྱུད་ལས་ཁང་ཚུ་གིས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལརྒྱབ་སྐྱོར་དེ་ ནགས་ཚལ བརྒྱ་ཆ་ཁ་སྐོང་བགོ་བཀྲམ་འབད་ནི་ཚུ་ ཡོདཔ་ད་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ གཙོ་རིམ་ལུ་ དབྱེ་གཞི འཇམ་ཏོང་ཏོ་ཡོད་ཟེར་ཨིན་པས།,185,47
བརྡ་བརྒྱུད་ལས་ཁང་ཚུ་གིས་ ལུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལབརྒྱ་ཆ་ཁ་སྐོང་བགོ་བཀྲམ་འབད་ནི་ཚུ་ བདེ་སྨིན ཡོདཔ་ད་ ཡར་དྲག་འགྱོ་ཚུགས་ནི་ཨིནམ་མ་ཚད་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ འཇམ་ཏོང་ཏོ་ཡོད་ཟེར་ཨིན་པས།,186,48
བརྡ་བརྒྱུད་ལས་ཁང་ཚུ་གིས་ དབྱེ་ཞིབ ལུ་ ཡོདཔ་ཨིན་པས།,50,12
ལས་ཁུངས་ཀྱི་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཡོདཔ་ད་ ཕྱུག་མ ཡར་དྲག་འགྱོ་ཚུགས་ནི་ཨིནམ་མ་ཚད་ བརྒྱ་ཆ་༢༥ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལལུ་ འབྲུག ཡོདཔ་ཨིན་པས།,139,35
ལས་ཁུངས་ཀྱི་ གནས་ཚུལ་བསྡུ་ལེན་པ་ཚུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཡར་དྲག་འགྱོ་ཚུགས་ནི་ཨིནམ་མ་ཚད་ གོ བརྒྱ་ཆ་༢༥ བསྟན་འཛིན་རྡོ་རྗེ་༢ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ ཡོདཔ་ཨིན་པས།,161,42
༉ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལགནས་སྐབས་ཀྱི་དོན་ལུ་ བསོད་ནམས་ པར་སྐྲུན་འབད་བའི་ཁར་ དངུལ་རྐྱང་ཐོག་ལས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཡོངས་འབྲེལ་ཐོག་ ཨེ་མ་དར་ཚི ཨོ་རྒྱན་རྡོ་རྗེ།,163,40
༉ ཟད་འགྲོ་མར་ཕབ་འབད་མི་གིས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཔར་སྐྲུན་འབད་བའི་ཁར་ གོ དངུལ་རྐྱང་ཐོག་ལས་ གནས་ཚུལ་ལྷག་ནི་དང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ,137,36
ཉ་རྡོ་སྲེགམ་ ཉམས་སྲུང་འབད་ནི་ལུ་ གྲ་སྒྲིག་འབད་དོ་ཡོདཔ།,54,13
ད་ལྟོ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཁེ་ཕན་འབྱུང་ཚུགས་མི་དེ་ཡང་ དབྱེ་གཞི དངུལ་འབྲེལ་གྱི་གདོང་ལེན་ ཚོང་འབྲེལ་འཐབ་ནི་ལུ་་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལབཟོ་ཚུགས་པའི་ འགོད་རིམ ཨིན་ཟེར་ཨིན་པས།,176,42
ད་ལྟོ་ ཉ་གསོ་སྐྱོང་ཁང་༡༡ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལདངུལ་འབྲེལ་གྱི་གདོང་ལེན་ མོག་མོག ཚོང་འབྲེལ་འཐབ་ནི་ལུ་་ ཧེ་མ་ཚར་ཅིག་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཨིན་ཟེར་ཨིན་པས།,156,39
ད་ལྟོ་ རི་མོ ཉ་གསོ་སྐྱོང་ཁང་༡༡ རེ་བ་ཡོདཔ་སྦེ་ཨིན་པས།,52,15
"ཐོན་སྐྱེད་ཚུ་གི་གྲས་ལས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཚོང་འབྲེལ་འཐབ་ནི་ལུ་་ གཡག ཧེ་མ་ཚར་ཅིག་ ཉ་ཀེ་ཇི་༡,༥༧༣ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ ཉ་གསོ་སྐྱོང་ཁང་༡༡ གཞི་འཛུགས རེ་བ་ཡོདཔ་སྦེ་ཨིན་པས།",175,46
"ཐོན་སྐྱེད་ཚུ་གི་གྲས་ལས་ གྲོགས་རམ་འབད་ཚུགས་མི་གིས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཧེ་མ་ཚར་ཅིག་ འབྲས ཉ་ཀེ་ཇི་༡,༥༧༣ འདས་པའི་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལརེ་བ་ཡོདཔ་སྦེ་ཨིན་པས།",160,41
འཛམ་གླིང་སྤྱི་ཚོགས་གོང་འཕེལ་མ་དངུལ་དང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལའོང་འབབ་བཟོ་ཚུགས་ནི་དང་ ཀརྨ ཧེ་མ་ལས་ དབང་འདུས་རྫོང་ཁག་༢ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཔ་དང་༢ གོ མ་གཏོགས་མེདཔ་ཨིན་པས།,173,45
འཛམ་གླིང་སྤྱི་ཚོགས་གོང་འཕེལ་མ་དངུལ་དང་ སྐྱེས་ལོ་༥༤ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཧེ་མ་ལས་ སྤུ་ན་ཁ དབང་འདུས་རྫོང་ཁག་༢ ད་རེས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལམ་གཏོགས་མེདཔ་ཨིན་པས།,162,42
"བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཡུན་བརྟན་ཅན་གྱི་ མདའ་རྩེད འཚོ་བའི་གནས་སྟངས་ ཉ་རྡོ་སྲེགམ་ལུ་བརྟེན་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཉ་ཕྲུག་༢༦,༢༡༨ འཆར་སྤྱོད རེ་བ་ཡོད་ཟེར་ཨིན་པའི་གནས་ཚུལ།",167,40
ཉ་རིགས་དེ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ,35,10
མགར་ས་རྫོང་ཁག་གི་ སྨོན་ལམ་ཆེན་མོའི་དུས་དེབ་ འགོ་འབྱེད་མཛད་གནང་ཡོདཔ།,67,16
༉ ད་རིས་ སྐྱབས་རྗེ་རྗེ་མཁན་རིན་པོ་ཆེ་མཆོག་གིས་ ལྷུན་རྩེ་ ཨའུ་མཚོ་རྣམ་གྲོལ་གླིང་དགོན་འཛིན་གྲྭ་ཚང་ནང་སྦེ་ མགར་ས་རྫོང་ཁག་གི་ སྨོན་ལམ་ཆེན་མོའི་དུས་དེབ་ འགོ་འབྱེད་མཛད་གནང་ཡོདཔ་ཨིན་པས།,178,43
