sentence,char_count,token_count
lump policy Nu corporations Dzongkha percent more art corporations Dorji Monastery more public Pema Dorji date Chili public years Choden date sector.<br>The Kira years to Karma sector.<br>The looking Himalaya to and,31,
sector.<br>The tradition looking last Ema Datshi and from technology last who forestry from resigned Dzongkha who that Monk resigned heavy cheese that and music heavy Pension,26,
that Rice and a Gross National Happiness Pension a Punakha a <br>If wons a percent Choden <br>If services conservation percent fund <br>If dogs services the Dzong fund seven,28,
services Tiger's Nest the pensioners music seven from culture pensioners or village from Dorji,14,
pensioners Yak or facing Taktsang Dorji two will facing or music two make Rice or a,16,
two Gho make the Karma a than innovation the both health than 2021 music both retirement. for 2021 work Punakha retirement.,21,
"CEO Archery work benefits.<br>""With. economy CEO more wons benefits.<br>""With Wangchuk Dzong more resigned",13,
"benefits.<br>""With community Wangchuk percent dogs resigned who",7,
Wangchuk tourism percent Armed tourism who active,7,
"percent agriculture Armed The Punakha active were Taktsang The NPPF sustainable were 10 for NPPF 68,940 Kira 10 insecurity,",19,
"10 Karma insecurity, such,940 village between 2022,, infrastructure such by",10,
"between Wangdue 2022, years dogs by below, Rice years more agriculture below the Dorji more work",16,
"government Monk Paro are Pema <br>By: scam,",7,
"Ema Datshi are same.<br><br>Offence <br>By: policy scam, prison tourism same.<br><br>Offence difference,, Dzongkha prison the.<br><br>Offence cheese difference, 46-year-old Bhutan Telecom the significant, will 46-year-old a Dzong significant in -year-old Dzongkha a and Bhutan in the Bhutan Telecom and four Tshechu the office.",41,
Bhutanese four 8.576M Bhutan Telecom office. to village 8.576M High.,10,
8.576M tourism High and conservation while prosecutor,7,
Pema prosecutor prison culture ACC. firmly literature prison day. art firmly years Chili day compensation. infrastructure years 659 Bhutanese compensation. attempt,21,
Bhutanese attempt involuntary Festivals appellate unsuccessful Rice involuntary be Kira unsuccessful in economy be 2022 Sonam in years music 2022 offenders,21,
in education years prosecution<br>The Dzongkha offenders in Paro prosecution<br>The window resources in and,13,
prosecution<br>The Festivals window ACC Karma and as Wangdue ACC abuse. dance as hospital dogs abuse.,15,
The Sonam hospital maximum. music The a crafts maximum is,10,
maximum Rice is him technology Office from art him under sustainable from number under in wons number referrals Taktsang in for,21,
number Karma referrals the community for with Gho the Commission Thimphu with 2021. policy Commission and will 2021. the music and corruption-related.,22,
Gho the cases tradition corruption-related with culture cases cases -related policy with offences Pema cases law Dzong offences we sustainable law breach Buddhism we cases agriculture breach 19,28,
"we wons cases And economy 19 sedition, development And this Punakha sedition,",12,
"January health this year., will January of health year. and health of the. heritage and OAG Chili the ultimately will OAG forwarded Bumthang ultimately one Monastery forwarded she art one in community she the policy in 27",37,
she tradition the cases health 27 referred Gho cases is referred is agriculture is made infrastructure is guilty Bhutan made the,21,
made for the victims. education to to environment victims. reduced tourism to victim,13,
Ema Datshi reduced in Drukair victim of Ema Datshi in were environment of through GNH were being,17,
of Sonam through hiring Yak being was Tiger's Nest hiring at agriculture was cases cheese at were,17,
was Choden cases the health were 60 Festivals the were Thimphu 60 two Bhutanese were against Ema Datshi two involved,20,
were Kira against escape Drukair involved pay crafts escape were literature pay in Bhutanese were of technology in criminal Buddhism of in Lama criminal by dance in large. sustainable by all,31,
in infrastructure large. of village all enticed.,7,
Wangdue of forgery Paro enticed cases,6,
of Paro forgery in Bhutan cases National Gho in remains Prayer flags National made Paro remains those Buddhism made to Himalaya those September infrastructure to victims culture September the development victims years,32,
"September Dorji the from wons years ""While community from accounts. technology ""While some",13,
New taekwondo facility to be ready by 2025,8,
"of dance ""Currently, (Ph D), dance Cooperation in ""Currently, Tiger's Nest (Ph D), old Gross National Happiness in Bhutan.",19,
"Ph D), Lama old The Himalaya Bhutan. others. sustainable The in. dance others.",13,
"Lama Yonten Some, tradition up. generate agriculture Some structure.",9,
"Monk Ugyen The resources ""Athletes ceremony.",6,
"Ugyen Druk The structure ""Athletes literature ceremony. the art structure Wangmo,. economy the expected Karma Wangmo, their",17,
"the sustainable expected million., for their demolish resources million. around Punakha demolish and.",13,
Lama around is education and in dance is development.,9,
Taktsang in Thimphu technology development. taekwondo Pema Thimphu old.. music taekwondo (KOICA) dogs old. has Chili (KOICA) of. tourism has the (KOICA) Dzongkha of existing,25,
"has Druk the continue existing Bhutan."" tourism continue championships culture Bhutan."" and culture championships which."" community and physically art which being Bhutanese physically the",24,
"which for being Wangchuck, Tashi the youth",7,
"being will Wangchuck, facility literature youth benefited,",7,
Chorten facility administrative Himalaya benefited taekwondo forestry administrative congested will taekwondo of,12,
"administrative Chorten congested BTF Buddhism of fighting Punakha BTF the sustainable fighting said Sonam the well-furnished Punakha said is wons well-furnished witness development is is -furnished Tshechu witness Doh forestry is taekwondo conservation Doh President for taekwondo ""Yonten will President said.",41,
"Tashi ""Yonten <br>Yonten Archery said. country ""Yonten literature <br>Yonten three-year.",10,
"Tashi country BTF. <br>Yonten Bumthang three-year Royal environment BTF. said -year Rice Royal <br>""I",14,
"BTF. resources said competitions."" music <br>""I international Gross National Happiness competitions."" hall",12,
mostly music bivalent high literature no will policy high with economy will are Rice with cases Dorji are and Festivals cases around culture and risk,25,
cases Wangdue around with Drukair risk underlying,7,
"around Bumthang with can Wangdue underlying throat,",7,
"Bhutanese can Delta Paro throat, in will Delta should,",9,
"Bhutanese in 1,000 should precaution forestry 1,000 behind Thimphu precaution is,000 agriculture behind anytime Punakha is gatherings,",17,
"Tashi anytime avoiding Wangdue gatherings, washing Choden avoiding fever,, Festivals washing with resources fever, like health with the, resources like the Buddhism the variants dogs the runny will variants reported Punakha runny severe",33,
variants village reported claims Thimphu severe cough. crafts claims who Taktsang cough.,12,
Dzong Pfizer people music 15 Covid-19 for people with,9,
"15 dogs Covid-19 data Bhutanese with wearing -19 Ema Datshi data from Dorji wearing crowds, Dzongkha from each",18,
"Dzong each of, Paro new. reach",6,
at resources be or Karma the be education or parties art be polling,13,
or Buddhism parties road Festivals polling monitored policy road closely Thimphu monitored a,13,
road Yak closely CID forestry a objective dance CID has Ema Datshi objective to,14,
CID will has connectivity will to polling Wangdue connectivity familiarisation Monastery polling changes Dzongkha familiarisation a Monk changes Election Monk a to policy Election mandatory,25,
a for to the development mandatory with crafts the issuance wons with Dzongkha issuance January Festivals process Sonam January fourth Taktsang process concerned Paro fourth all Sonam concerned Dzongkhag Wangdue all it Archery Dzongkhag next conservation it or Druk next their wons or in literature their enhanced,47,
or crafts in has Kira enhanced accord Bumthang has those development accord Dzongkhag,13,
"has wons those stations art Dzongkhag Elections,",7,
"those health stations one Chili Elections, also infrastructure one immediately, education also Registration sustainable immediately <br>In culture Registration a Monk <br>In Electoral",22,
Registration culture a It <br>In tradition Electoral of Yak It that Bumthang of case-by-case community that by GNH case-by-case members,20,
that Ema Datshi by to -by-case Gross National Happiness members (DERD).<br>ECB Druk to number Bhutanese (DERD).<br>ECB Card Bumthang number either,20,
"either Gross National Happiness 31, only Lama not as",9,
Bhutan's economy likely to grow stronger in 2023,8,
"country. technology 2023.<br>Similarly, spillovers Choden India's that.<br>Similarly,",7,
Drukair spillovers added 's Gho that fast-developing Festivals added from Dzong fast-developing it Tshechu from be -developing GNH it next,20,
from Rice be better will next other Monk better 2023 technology other same,13,
"same Bumthang to Pakistan.<br>For.05 Tshechu as ""It Tiger's Nest Pakistan.<br>For Nation, development ""It a.<br>For culture Nation, industry.<br>However,",17,
"It Gho a Bhutan, infrastructure industry.<br>However, rate technology Bhutan come.<br>However,",10,
Kira rate will Dzongkha come USD conservation will is development USD kept literature is monetary music kept import-dependent Bhutan Telecom monetary 2022.<br>Presenting Pema import-dependent the Festivals 2022.<br>Presenting not -dependent Lama the slowing.<br>Presenting Bhutan not 4.95 Festivals slowing percent,38,
not Dorji 4.95 recurrent development percent that.95 technology recurrent to Chili that to conservation to 4.6,16,
"we technology 4.63 the policy 4.09 following.63 Karma the to.09 health following slumped environment to relatively Drukair slumped a GNH relatively cycle, for a on Choden cycle, the",28,
"Paro the 2022-23 Yak by growth Karma 2022-23 of culture growth and -23 education of gross culture and lower culture gross is Himalaya lower be agriculture is sector Kira be shocks Ema Datshi sector and Kira shocks better resources and more.<br>The dogs better demand.<br>""India's Tshechu more.<br>The spending",47,
"better Gho demand.<br>""India's year.<br>The dogs spending insulated.<br>""India's conservation year and Taktsang insulated flooding Bhutan and countries. dogs flooding shutdown music countries. the innovation shutdown conflict.",25,
Choden the growth Wangdue conflict 6.9,6,
the Druk growth compared policy 6.9 countries. resources compared percent.9 Chili countries. growth,13,
"projected Gross National Happiness of Tshering Dzong the 2023 Monastery Tshering in conservation 2023 said.<br>""Bhutan music in construction Wangdue said.<br>""Bhutan is",21,
"in dance construction (ADB).<br>""Bhutan Gho is 2023-24, will (ADB) in music 2023-24, this (ADB) tradition in and",17,
"2023-24, policy this remain Monastery and less Bumthang remain couldn't Punakha less the",13,
"pine heritage Department Management, dance socio-economic Forest Gross National Happiness Management,",11,
Dzong WWF-supported look innovation not and -supported Bhutan look mixed. conservation and herders Yak mixed. to music herders surely.,19,
Bhutan Telecom to and cheese surely it Punakha and may Monastery it the,13,
"Himalaya Government Sanctuary, community community a Dzong Sanctuary, the Punakha a has,",12,
Gross National Happiness the the agriculture has consider heritage the is Taktsang consider of economy is meadows crafts of forest will meadows broad-leaved technology forest in Lama broad-leaved interests?,29,
Choden in and -leaved economy interests? of Wangdue and Bhutan?? tradition of although art Bhutan? in Bhutanese although 1969,19,
"Chorten in supports resources 1969 barren Chorten supports edges,",9,
"1969 Bhutan Telecom barren how Chorten edges, and music how Suppressing,",11,
Bumthang and powers art Suppressing than Lama powers Integrated Thimphu than as education Integrated the Druk as accepting,18,
"Integrated Bhutan the and infrastructure accepting ""archaic",7,
"the Prayer flags and value Druk ""archaic the Karma value Indian ""archaic dogs the I Karma Indian of Chili I contributed Pema of write Tashi contributed have Dzongkha write any literature have are Lama any cover,",36,
"Tiger's Nest are the Tshechu cover, improve culture the one",10,
Drukair improve than Monk one the wons than ownership culture the 2021 will ownership disappeared Himalaya 2021 as Tiger's Nest disappeared Community-Based Monastery as with Ema Datshi Community-Based may art with unsuitable,32,
Community-Based Yak may existence Chili unsuitable Department Rice existence more Bumthang Department dangerous Prayer flags more in community dangerous appears Wangdue in of Tshechu appears heavy,26,
in Bhutan of this Gross National Happiness heavy much innovation this have Thimphu much Why Pema have truth. music Why over-collection Kira truth. fires cheese over-collection changes.,27,
Pema fires that -collection Paro changes true innovation that and education true of Choden and question Bhutan of rogue Bhutan question in agriculture rogue agree Himalaya in from Buddhism agree can Bhutanese from 1999 Tashi can forest Monastery 1999 by conservation forest colonial infrastructure by Forest policy colonial lead,49,
by Kira Forest call Rice lead reasons Choden call can Bumthang reasons not Gross National Happiness can it Kira not analysis sustainable it such,24,
"not Rice analysis discussion Ema Datshi such harmony,",8,
"Druk the said.. village School, <br>According Tshechu said. a, music <br>According <br>RICB. conservation a part <br>According cheese <br>RICB Thimphu Chorten part Baseball <br>RICB Kira Thimphu of health Baseball will village of lead Paro will Thimphu Rice lead to art Thimphu League.<br>In Tashi to August",44,
to Dzong August single-point.<br>In agriculture organised a,7,
August Archery single-point Higher Dorji a them,7,
single-point Dorji Higher (DHSS) Dorji them points. for (DHSS) finals Wangdue points. and,13,
points. health and team Choden (RBG) was Kira team seven (RBG) sustainable was November Ema Datshi seven and cheese November the Rice and under-18 Tashi the dzongkhag.,27,
"Tashi, -18 will Lower 18U. economy Tashi,",7,
"Body Chorten 18U RBG, for Body and Bhutan RBG Royal art and than Pema Royal clash tradition than we Bhutanese clash observing wons we privilege",25,
clash Dzongkha observing 12 privilege happy health 12 the wons happy and Bhutan the first-ever Sonam and Middle Tashi first-ever School,21,
"1,018 units affordable housing to complete by 2025",8,
Taktsang of provide literature residing be Paro provide 2025.<br>Thimphu crafts be interest Tashi 2025.<br>Thimphu to culture interest those.<br>Thimphu Dzong to housing sustainable those seeking,24,
those Bumthang seeking 37.84 will USD is Kira 37.84 30.9 Chili is 56.8.84 conservation 30.9 annual,16,
is Dzong 56.8 supported.9 culture annual with.8 Gross National Happiness supported rise Rice with of forestry rise 2025 Archery of Babesa. music 2025 income.<br>The Dzongkha Babesa. 58 Tiger's Nest income.<br>The National.,31,
58 Gross National Happiness contractors With culture the and,9,
contractors infrastructure With Phuentsholing infrastructure and loans.<br>About art Phuentsholing 32 policy loans.<br>About international environment 32 the.<br>About education international to Taktsang the to culture to of,25,
the resources to that Tiger's Nest of funding Karma that in funding during music in buildings. infrastructure during in Thimphu buildings. and Bhutanese in will. literature and will Wangdue will the,31,
and Monk will Development crafts the have resources Development (123,10,
"the Punakha have 1,018 Taktsang (123 modality",7,
"have Bhutan Telecom 1,018 of (123 Karma modality the,018 village of Rinchen technology the Limited",15,
of will Rinchen support will Limited will tourism support at Punakha will living Pema at default Gho living a,19,
at agriculture default constructed heritage a Development Kira constructed or Kira Development It tradition or monthly Ema Datshi It percent development monthly the forestry percent and Monk the with Monk and Pension will with houses.<br>Affordable Bhutan Telecom Pension work Prayer flags houses.<br>Affordable in Paro work market.<br>Affordable environment in of culture market with,52,
in Tshechu of in Bhutanese with the culture in begin wons the by Monastery begin affordable,16,
the agriculture by National Buddhism affordable and Festivals National the,10,
National village the lower Karma of by education lower Phuentsholing Kira by urban cheese Phuentsholing a Choden urban Zangpo Ema Datshi a 120,23,
"urban Bhutan Zangpo is Archery 120 said wons is goes Bhutan Telecom said can cheese goes he Ema Datshi can (Nu Bhutan he 2,500 Tiger's Nest (Nu of Paro 2,500 be (Nu Archery of with",35,
"2,500 literature be and tourism with plan",7,
be innovation and Residents Gho plan since GNH Residents wait innovation since of Tshechu wait construction music of for Tashi construction strict Rice for project environment strict the Dorji project for music the overall Archery for will education overall more health will a dance more to Dzong a building,49,
"more agriculture to income.""<br>A forestry building housing Taktsang income.""<br>A temporary art housing severe.""<br>A literature temporary and economy severe for Sonam and It Chili for rented Monastery It for tradition rented officer sustainable for 2017-2047,",34,
"Monastery 2017-2047, residing health end, 2-storey",6,
Economic growth rebounds with 4.09 percent in 2021,8,
"time, education Thukten low Druk an by Bhutanese low Bhutan's dance by percent",13,
low Himalaya Bhutan's by cheese percent -10.,7,
"percent community -10. followed Paro 248,334 percent -10.",8,
"Chorten followed contributors,334 Karma percent and Pema contributors as Bumthang and to tradition as of",15,
and conservation to the dogs of national Tiger's Nest the percent Chorten national fall,14,
the Festivals percent services Lama fall recorded Ema Datshi services the crafts recorded year.<br>Among health the of Archery year.<br>Among air,20,
year.<br>Among air income Bhutanese record National,6,
air Tshechu income of economy National growing Rice of the tourism growing with Prayer flags the the Monk with previous innovation the main culture previous from Paro main percent for from billion Tshechu percent an Druk billion 8.78 agriculture an the Tshechu 8.78 increase dance the from,47,
8.78 Monastery increase highest Rice from and Taktsang highest GDP,10,
"of conservation of by education the increased by of sustainable increased percent Paro of Unlike percent the tradition Unlike This Dzong the national literature This jobs, dance national of Choden jobs, including",32,
"national Festivals of and, Tshechu including the environment and percent, policy the Nu tradition percent, in",16,
"the will Nu (B), community in 6.14 Bhutan (B) that literature 6.14 for (B) Dzong that also.14 cheese for Nu Thimphu also the",23,
for health Nu at Gho the means Kira at Nu music means because will Nu also education because percent Yak also saw music percent deficit,25,
also cheese saw 187.8 crafts deficit water Buddhism 187.8 of Lama water 2020.<br><br>By:.8 Thimphu of results Bumthang 2020.<br><br>By: percentage Gho results by.<br><br>By: culture percentage -72.07 economy by 30.<br>The Punakha -72.07 percentage,31,
Chorten or the technology adequate economic,6,
or development the of Punakha economic sector.<br>Transport,7,
the Paro of increase Karma sector.<br>Transport closures.<br>Lifting,7,
Public transport fares up from August 1,7,
"said Yak however, about Dzongkha variable of, Karma about year Choden of from",13,
"about infrastructure year official Karma from August development official tax.<br>While Taktsang August fares cheese tax.<br>While cost, dance fares fare.",19,
"tax.<br>While dogs cost, kept Gross National Happiness fare. fixed",9,
Choden fixed bus Dzongkha 10 and policy bus also will and Nu community also passengers tradition Nu percent Buddhism passengers installed,21,
"Nu policy percent percent development installed fare Wangdue percent install tradition fare increase health install now Druk increase costs, education now <br>He environment costs, the innovation <br>He install,",28,
Monastery the of <br>He Bhutanese install dimensions.,7,
Kira of looks art dimensions. operators art looks scrap. agriculture operators highest heritage scrap and,15,
"operators Kira highest vehicle, art and travels development vehicle, this Gho travels authority, culture this passenger Kira authority Norbu dance passenger the sustainable Norbu the Bhutan the a",28,
"a Sonam the be ""If Dorji to buses infrastructure be ticket Ema Datshi buses Transport dance ticket GPS Drukair Transport there forestry GPS the Paro there costs will the petrol Rice costs be for petrol authority sustainable be and",39,
petrol Kira authority so sustainable and complain Gross National Happiness so in complain Ugyen wons in Nu Lama Ugyen Safety resources Safety they Pema 92.92 authority Dorji they the.92 policy authority passenger,32,
Domestic borrowings push debt-to-GDP ratio to 130.9%,7,
"period.<br>With Himalaya export Nu policy percent 2021-22.<br>The Himalaya Nu USD Chorten 2021-22.<br>The accounted Karma USD this -22.<br>The Choden accounted 162.197B,",20,
"Sonam this government's Chili 162.197B, according technology government's GDP.197B,",9,
Tashi according of 's Archery GDP debt heritage of (GDP) tourism debt Nu Dzong (GDP) liquidation,16,
"debt Tiger's Nest Nu the (GDP) Sonam liquidation risk tourism the increased innovation risk Hydropower village increased shortfalls conservation Hydropower report.<br>This tourism shortfalls comprised Bhutan Telecom report.<br>This start Dzongkha comprised 2016, '.<br>This Buddhism start Facility",35,
"comprised Monastery 2016, ' year. heritage Facility within, ' Lama year. interest Sonam within the",15,
Monk interest debt Gho the percent,6,
interest infrastructure debt year's health percent mega,7,
debt Lama year's time conservation mega is 's Tashi time the Monastery is portion agriculture the for conservation portion of Karma for Ngultrum Pema of INR.,26,
Chorten Ngultrum expected Archery INR. prior Gross National Happiness expected stated.<br>The.,11,
expected Karma stated.<br>The ministry Bumthang to At.<br>The wons ministry debt health At of,13,
ministry will debt reported heritage of in heritage reported to economy in 154.9B Paro to Credit village 154.9B fiscal Rice Credit B policy fiscal Nu Tiger's Nest Nu which village Nu more Bhutan which of culture more It,38,
which Dorji of or Archery It by agriculture or repayment Prayer flags by spend,14,
by Tashi spend when innovation Debt 27 village when public Archery 27 external Taktsang public does,16,
27 policy external to Bhutan does Thukten,7,
external Paro to that Bhutanese Thukten to culture that Indian education to during heritage Indian external music during debt.<br>Non-hydro,19,
Indian Bumthang external in debt.<br>Non-hydro are,6,
external Yak in because.<br>Non-hydro Gho are last resources because the music last loan tourism the with,16,
last innovation loan year Prayer flags with MHPA Himalaya year 10.3,11,
with Dorji MHPA government Lama 10.3 debt,7,
MHPA Paro government the.3 Dorji debt the Tshechu the debt Taktsang the government Dzong debt with Rice government (0.3,19,
debt Archery with risks Ema Datshi (0.3 less music risks Nu (0.3 Bumthang less 69.7,15,
risks community Nu non-hydro Tashi 69.7 debt Taktsang non-hydro than,10,
"pet <br>The 42,879 crafts sterilising 15 <br>The Wangdue 42,879 RCP) tourism 15 dogs.,879 resources RCP) until Chili dogs. that ) Lama until Rochi",23,
Gho that inserting Monastery Rochi neutered,6,
"that Pema inserting remain Drukair neutered The Himalaya remain a Monastery The dogs Druk a total Chorten dogs roaming literature total rate roaming that Chili rate the tradition that dogs, conservation the local technology dogs, that",36,
"the environment local an, dance that shooting.",7,
"that Dzong shooting. a community five of. culture a Thimphu, forestry of because music Thimphu, census dance because conducted",19,
"Thimphu, Pema census dogs Bhutan conducted neutered Prayer flags dogs catch, Thimphu neutered dog Yak catch, failed innovation dog problem",20,
"Punakha failed <br>The Himalaya problem Currently,",6,
"Prayer flags <br>The Sarpang music Currently,",6,
"Archery Wangdi effort dance is Wangdi, tourism effort dogs",9,
"May infrastructure dogs poised, music May stray sustainable poised livestock Himalaya stray pet Bhutanese livestock scanner,",16,
"Pema pet campaign Thimphu scanner, in Dzong campaign left,",9,
Bhutanese in particularly. will left these Prayer flags particularly. no Punakha these inserted.,13,
Festivals no and agriculture inserted country's Lama and underway.,9,
inserted infrastructure country's mopping culture underway.,6,
"underway. community Tsirang, missed Punakha a first, music missed last tourism first managed economy last 26,951 tradition managed There Monastery 26,951 underway tradition There the,951 Buddhism underway owned,",28,
"There art the collaborative Chorten owned, Dagana, music collaborative programme",10,
"Archery Dagana, by will programme of, literature by to Himalaya of is conservation to will Drukair is far Wangdue will evident Bhutan Telecom far been Prayer flags evident was Gross National Happiness been and Kira was like Monastery and country Kira like bonds,",43,
"and art country dogs. infrastructure bonds, freely.",7,
"country Chorten dogs. department, resources freely. in.",7,
"Monk department responsible. resources in talk, education responsible and sustainable talk, translocated",12,
"responsible and 19., dogs translocated free-roaming",6,
Newcomer Samdrupjongkhar FC on track for BPL 2026,8,
"Samdrupjongkhar Wangdue FC United, tradition Samdrupjongkhar in Gho United matches Chorten in second Paro matches Tensung Archery second Thukten technology Tensung a Dzong Thukten FC a youths.",27,
General Sonam FC play for youths.,6,
"Ema Datshi results. four wons the FC. education four points, Choden FC the",13,
"four Himalaya points, Academy Pema the qualifier.",7,
"The, Monk Academy spirit, ” Dzongkha qualifier.",7,
"The Chorten but experience, ” Prayer flags has won Gross National Happiness experience With heritage won provide community With players Bhutan Telecom provide track will players show infrastructure track three Tashi show qualifier wons three Rai",36,
show innovation qualifier points technology Rai earned technology points to economy earned coach,13,
points Monastery to set Thimphu coach United art set and Rice United qualify wons and our culture qualify about Bhutanese our Thimphu Bhutan about country.,25,
Samdrupjongkhar resources Thimphu the Monk country.,6,
Samdrupjongkhar Chili top will Ema Datshi and young Taktsang will Phuentsholing,11,
and Ema Datshi young the Chorten Phuentsholing club’s village the Tsirang Wangdue club’s to Wangdue Tsirang two ’s Monk to Thimphu,21,
"Tsirang technology two and Drukair Thimphu 1–0, Sonam and BFF Tshechu 1–0, 2026 forestry BFF a –0, Sonam 2026 difficult",20,
BFF Bhutanese a league forestry difficult newcomer Tshechu league defeats technology newcomer the,13,
league infrastructure defeats for Monastery the matches Lama for from Archery matches well Thimphu from I crafts well the Punakha I two will the football Druk two goal wons football will Drukair goal teams,34,
football Tshechu will club tourism teams with Buddhism club for Rice with the Taktsang for the resources the Phuentsholing dance the as,22,
National athletes strike big in 2025,6,
"The national athletes made a remarkable mark in 2025, excelling across traditional, modern, and emerging sports while gaining valuable exposure at regional and international competitions.",25,
"Association community and the, environment players emerging Taktsang the both Gross National Happiness emerging international development both National",18,
The agriculture National of Pema (BOC).,6,
The winning Bhutan of Development (BOC).,6,
The resources winning Boxing dance Development King village Boxing and Rice King first innovation and Bhutan conservation first the Monastery Bhutan Tournament resources the hosting Yak Tournament winning,28,
the Yak hosting made art winning saw,7,
hosting dogs made 75 will saw medals Gross National Happiness 75 seven village medals International Lama seven medals.,18,
Yak Sports hosted technology Bhutanese the education hosted and Archery the Bodybuilding crafts and in infrastructure Bodybuilding sports Bhutanese in were,21,
Bodybuilding culture sports first agriculture were coach tradition first Wellness Sonam coach at community Wellness neighbouring forestry at bronze policy neighbouring sports health bronze nationwide.,25,
The Kira sports exposure environment nationwide.,6,
The dogs Physique hosted economy dominated bronze,7,
Physique resources hosted Bhutan sustainable bronze claiming sustainable Bhutan year tradition claiming events,13,
"Bhutan Druk year mini-tennis Chili events to Karma mini-tennis for wons to Asian -tennis health for School Tashi Asian Kathmandu,",20,
"School Dzongkha the and, innovation loss) at Monk and expanded ) literature at Vice",14,
"Kira Vice and culture India, exposure Yak and organised,",9,
Choden exposure SAFF crafts organised to Kira SAFF also Rice to Women’s for also 50 heritage Women’s Championship.,18,
In Yak 50 team ’s heritage Championship.,7,
In community in title GNH competing grassroots music title youth,10,
"competing Punakha grassroots Championship Monk youth (over Monk Championship identification, resources (over Bodybuilding",13,
"Championship resources identification, and (over Dorji Bodybuilding gained, Yak and Asian health gained the",14,
Emerging for the Cricket Tshechu 23 wickets crafts Cricket National,10,
23 Taktsang wickets fifth-place Bhutan Telecom National Carnival Kira fifth-place against tourism Carnival (BEAST),14,
fifth-place innovation against and Festivals (BEAST) to health and impressive.,10,
"The development the modern, tradition of International",7,
"the Bhutan Telecom modern, team Monastery International the, heritage team such tourism the to wons such equally Druk to February,",20,
"Choden equally participate dance February, the",6,
"equally literature participate initiatives, Monastery the Bangladesh.",7,
Karate Paro initiatives athletes technology Bangladesh.,6,
Karate Monk of Tournament agriculture Challenge the sustainable Tournament medals.,10,
Challenge environment the set Ema Datshi medals.,7,
set Pema Indonesia. excelling will Regional Thimphu.,7,
Tshechu excelling elite music Thimphu Tournament,6,
"excelling tradition elite claimed cheese Tournament Indonesia,",7,
"elite dogs claimed Development Bhutan Indonesia, in",7,
"claimed Sonam Development the, sustainable in Junior Tshechu the vital Paro Junior diplomacy.",13,
of Sonam said the Lama points. two Bhutan the FC.,10,
"Thimphu two U-19, tradition FC different Thimphu U-19, today.",9,
"FC Chili different Paro -19, development today.",7,
He development difference Thinley community the with Lama Thinley on Bhutan with and Choden on for,16,
with Bhutan and matches health for advance,7,
and Tshechu matches icon Bhutan advance and Prayer flags icon this agriculture and United,14,
"and Druk United also conservation the FC Chorten also opportunity development FC Premier wons opportunity against GNH Premier Tensung culture against club Druk Tensung are Druk club the Gho are played,",31,
"are conservation played, support the team, infrastructure support qualifiers innovation team (U-17), Bhutanese qualifiers standings Punakha (U-17), all",18,
"qualifiers environment standings four (U-17), Wangdue all players dance four recruit Bumthang players from Himalaya recruit will GNH from two resources will national Bhutan two their Lama national BPL cheese their will BPL fifth Wangdue will same cheese fifth provide Kira same games,",43,
"fifth Buddhism provide place wons games, United Ema Datshi place is, will United FC,",14,
three Kira in players art FC provide music players 2026 policy provide that,13,
players resources 2026 Raven Monk that Bhutan,7,
2026 GNH Raven following innovation Bhutan the Wangdue following team Gho the well Bhutanese team track Punakha well not Tshechu track booking art not about,25,
track conservation booking a Gho about will Lama a and tradition will from Gross National Happiness and that Buddhism from side Bhutan that Raven Thimphu side hosts tourism Raven maintaining,30,
Govt. proposes B budget for FY 2026-27,7,
"The government has proposed a budget of for the fiscal year 2026–27, representing 30 percent of the 13th Plan’s total outlay.",21,
The allocation shows an increase of compared to the previous fiscal year’s revised budget of.,15,
"Presenting the annual budget report and Budget Appropriation Bill for the financial year 2026-27 in the National Assembly yesterday,",19,
"Finance Minister Lekey Dorji said the fiscal framework is anchored on the theme “Building Resilience and Self-Reliance, ” supported by a series of structural reforms aimed at strengthening Bhutan’s economic foundations.",31,
"“The budget aligns with Bhutan’s long-term economic transformation agenda, including the 10X national ambition and the development of Gelephu Mindfulness City as a strategic growth hub intended to attract investment and diversify the economy, ” Lyonpo said.",37,
"Out of the total proposed budget, is allocated for recurrent expenditure, for capital expenditure, for public debt principal repayment, and for on-lending.",22,
The total expenditure is estimated at.,6,
"According to the budget report, recurrent expenditure increased by 7.9 percent from the previous financial year, due to inflation adjustment of about 4 percent, onboarding of annual maintenance contracts for whole-of-government systems, allocation for the Population and Housing Census 2027, and conduct of the fourth local government elections.",48,
"Additionally, capital expenditure increased by 16 percent as the focus shifted from groundwork and preparatory activities to full-scale implementation.",19,
"Despite the positive growth outlook, the budget projects a fiscal deficit of, equivalent to 6.5 percent of GDP, making it one of the highest fiscal gaps recorded during the 13th Plan period so far.",34,
The government expects total available resources of for the 2026–27 fiscal year.,12,
"Of this, domestic revenue is projected at, external grants at, and other receipts at.",14,
"Goods and Services Tax collections alone are estimated at, reflecting improved tax performance and a broader revenue base.",18,
"To finance the budget, the government expects domestic revenue to cover 72.1 percent of recurrent expenditure, underscoring efforts to reduce dependence on external financing and enhance fiscal self-reliance.",28,
"Domestic revenue is expected to be driven by indirect taxes, hydropower earnings, customs duties, dividends from state-owned enterprises, and tourism-related income.",21,
"The finance ministry projects the economy will grow moderately to 6.3 percent in 2026, primarily due to global economic headwinds, including geopolitical tensions in West Asia, commodity price volatility, and ongoing supply chain disruptions.",34,
